Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Torque_x_Toolwear,Temp_difference
0,296.6,307.4,1333,50.2,177,8885.4,10.799999999999955
1,297.6,308.3,1742,27.7,13,360.09999999999997,10.699999999999989
2,302.4,310.1,1520,36.6,97,3550.2000000000003,7.7000000000000455
0,302.2,310.0,1468,43.6,38,1656.8,7.800000000000011
2,296.3,307.4,1335,50.5,48,2424.0,11.099999999999966
2,300.4,309.6,1614,30.3,161,4878.3,9.200000000000045
2,297.7,307.2,1405,43.7,2,87.4,9.5
1,300.8,311.4,1316,57.6,43,2476.8,10.599999999999966
1,302.7,310.4,1542,35.7,38,1356.6000000000001,7.699999999999989
1,298.1,307.6,1498,42.9,171,7335.9,9.5
1,300.8,311.7,1578,31.4,219,6876.599999999999,10.899999999999977
2,300.5,309.7,1389,43.3,9,389.7,9.199999999999989
1,297.5,308.7,1761,26.2,164,4296.8,11.199999999999989
1,297.0,307.9,1296,69.1,153,10572.3,10.899999999999977
1,300.1,311.4,1418,47.7,73,3482.1000000000004,11.299999999999955
1,301.3,310.1,1355,53.6,193,10344.800000000001,8.800000000000011
2,299.6,310.1,1357,48.7,96,4675.200000000001,10.5
2,303.0,311.1,1526,37.3,176,6564.799999999999,8.100000000000023
1,299.0,308.7,1396,48.6,0,0.0,9.699999999999989
1,302.7,312.1,1728,24.4,146,3562.3999999999996,9.400000000000034
1,301.4,311.3,1397,42.3,48,2030.3999999999999,9.900000000000034
2,299.3,308.7,1420,50.3,208,10462.4,9.399999999999977
2,301.2,310.9,1359,50.8,118,5994.4,9.699999999999989
2,298.9,310.0,1561,45.3,58,2627.3999999999996,11.100000000000023
2,298.5,308.0,1519,37.3,29,1081.6999999999998,9.5
1,300.7,310.5,1536,47.4,192,9100.8,9.800000000000011
1,301.4,310.8,1740,29.2,110,3212.0,9.400000000000034
1,298.4,309.4,1461,46.3,121,5602.299999999999,11.0
2,303.5,312.9,1530,34.5,110,3795.0,9.399999999999977
1,300.9,310.5,1599,40.5,57,2308.5,9.600000000000023
1,298.2,308.0,1499,44.1,166,7320.6,9.800000000000011
1,300.6,311.6,1455,48.0,203,9744.0,11.0
1,300.5,311.5,1708,31.2,57,1778.3999999999999,11.0
1,303.2,312.6,1601,35.3,148,5224.4,9.400000000000034
1,300.3,310.4,1672,29.2,39,1138.8,10.099999999999966
2,299.7,309.2,1412,45.3,205,9286.5,9.5
2,300.5,311.9,1730,27.5,209,5747.5,11.399999999999977
1,298.6,308.2,1705,26.3,177,4655.1,9.599999999999966
2,297.5,309.4,1482,39.3,112,4401.599999999999,11.899999999999977
0,301.2,310.7,1747,27.3,35,955.5,9.5
0,301.6,310.5,1786,27.1,35,948.5,8.899999999999977
1,299.7,311.2,1835,23.7,183,4337.099999999999,11.5
1,297.0,307.8,1396,50.0,96,4800.0,10.800000000000011
1,300.0,310.2,1760,26.9,193,5191.7,10.199999999999989
1,300.8,311.7,1655,32.2,12,386.40000000000003,10.899999999999977
1,302.0,310.5,1263,60.6,90,5454.0,8.5
0,297.0,308.1,1517,41.4,222,9190.8,11.100000000000023
2,299.2,308.6,1631,35.4,64,2265.6,9.400000000000034
1,301.7,310.2,1311,57.4,40,2296.0,8.5
1,299.0,308.8,1405,55.2,103,5685.6,9.800000000000011
1,301.1,311.2,1555,35.3,172,6071.599999999999,10.099999999999966
2,301.5,310.7,1454,39.4,17,669.8,9.199999999999989
1,301.8,310.3,1765,27.3,29,791.7,8.5
1,297.7,308.9,1715,27.2,193,5249.599999999999,11.199999999999989
1,298.1,307.7,1705,29.1,109,3171.9,9.599999999999966
1,300.9,310.4,2021,18.8,30,564.0,9.5
0,302.8,311.0,1436,43.5,47,2044.5,8.199999999999989
1,297.8,308.3,1435,50.1,189,9468.9,10.5
2,301.0,310.4,1665,30.9,177,5469.3,9.399999999999977
2,299.0,310.3,1689,29.7,101,2999.7,11.300000000000011
1,301.0,310.9,1813,28.5,197,5614.5,9.899999999999977
2,300.9,309.4,1724,25.6,119,3046.4,8.5
2,302.9,311.0,1402,40.7,52,2116.4,8.100000000000023
1,299.9,311.3,1429,58.2,103,5994.6,11.400000000000034
1,297.9,307.9,1426,43.6,89,3880.4,10.0
2,299.7,309.6,1477,42.7,163,6960.1,9.900000000000034
1,297.4,308.1,1474,39.4,20,788.0,10.700000000000045
1,301.6,311.0,1431,42.6,158,6730.8,9.399999999999977
0,299.8,310.6,1423,44.6,116,5173.6,10.800000000000011
2,303.5,312.4,1606,30.1,98,2949.8,8.899999999999977
2,297.8,309.4,1226,58.7,129,7572.3,11.599999999999966
1,302.6,310.5,1450,43.2,68,2937.6000000000004,7.899999999999977
2,302.6,310.2,2676,10.8,84,907.2,7.599999999999966
1,301.3,310.9,1566,33.1,82,2714.2000000000003,9.599999999999966
2,302.3,311.5,1674,30.0,12,360.0,9.199999999999989
1,303.4,312.6,1462,37.5,118,4425.0,9.200000000000045
2,298.9,310.5,1525,38.5,27,1039.5,11.600000000000023
2,300.3,310.2,1442,39.5,4,158.0,9.899999999999977
1,298.5,310.0,1435,42.5,25,1062.5,11.5
2,303.7,313.0,1303,54.4,2,108.8,9.300000000000011
1,302.0,310.5,1635,39.8,99,3940.2,8.5
1,300.9,312.0,1493,38.7,217,8397.900000000001,11.100000000000023
1,300.8,312.1,1505,41.3,173,7144.9,11.300000000000011
2,298.7,309.5,1500,38.8,116,4500.799999999999,10.800000000000011
2,304.0,313.1,1450,42.8,101,4322.799999999999,9.100000000000023
2,297.6,309.0,1427,45.6,179,8162.400000000001,11.399999999999977
1,301.5,310.8,1512,38.9,9,350.09999999999997,9.300000000000011
2,301.2,310.9,1424,45.2,68,3073.6000000000004,9.699999999999989
1,298.8,310.5,1464,46.4,207,9604.8,11.699999999999989
1,297.2,308.0,1705,26.0,200,5200.0,10.800000000000011
1,299.2,308.9,1342,50.8,195,9906.0,9.699999999999989
1,300.4,309.3,1525,39.6,202,7999.200000000001,8.900000000000034
2,300.8,310.3,1270,61.0,54,3294.0,9.5
1,300.7,309.6,1810,26.0,195,5070.0,8.900000000000034
1,299.6,310.7,1922,23.3,205,4776.5,11.099999999999966
1,300.4,309.6,1386,56.9,170,9673.0,9.200000000000045
2,299.5,309.4,1387,56.2,32,1798.4,9.899999999999977
1,297.5,308.4,1604,38.1,106,4038.6000000000004,10.899999999999977
2,298.6,309.9,1517,34.0,215,7310.0,11.299999999999955
2,301.8,311.0,1393,49.5,168,8316.0,9.199999999999989
2,298.9,308.2,1328,49.2,11,541.2,9.300000000000011
1,303.7,312.8,1543,38.3,61,2336.2999999999997,9.100000000000023
1,303.9,313.0,1408,47.5,76,3610.0,9.100000000000023
2,302.5,310.4,1580,35.6,176,6265.6,7.899999999999977
1,299.8,309.3,1386,49.4,116,5730.4,9.5
2,303.3,311.8,1583,33.3,72,2397.6,8.5
1,302.3,311.2,1297,62.5,109,6812.5,8.899999999999977
1,300.1,309.4,1858,23.6,26,613.6,9.299999999999955
1,302.3,311.6,1665,34.3,139,4767.7,9.300000000000011
1,298.0,307.8,1453,37.7,119,4486.3,9.800000000000011
1,298.0,308.9,1508,37.1,92,3413.2000000000003,10.899999999999977
1,297.1,308.5,1323,44.4,207,9190.8,11.399999999999977
1,301.5,310.9,1600,39.0,160,6240.0,9.399999999999977
1,299.8,310.0,1361,53.8,167,8984.6,10.199999999999989
2,303.3,312.5,1674,32.7,76,2485.2000000000003,9.199999999999989
1,298.5,308.0,1404,48.1,32,1539.2,9.5
1,298.1,308.9,2136,15.9,78,1240.2,10.799999999999955
1,300.3,310.3,1362,60.3,206,12421.8,10.0
1,301.0,310.4,1476,43.6,173,7542.8,9.399999999999977
1,302.8,312.3,1366,49.1,221,10851.1,9.5
2,298.6,309.1,1487,43.2,206,8899.2,10.5
1,297.1,308.4,1304,53.5,153,8185.5,11.299999999999955
1,300.5,310.5,1515,36.6,54,1976.4,10.0
2,298.5,309.2,1449,46.4,83,3851.2,10.699999999999989
1,302.9,311.2,1634,36.9,71,2619.9,8.300000000000011
1,303.1,312.4,1407,41.2,107,4408.400000000001,9.299999999999955
1,303.4,312.7,1589,34.0,116,3944.0,9.300000000000011
1,297.8,307.8,1573,37.9,33,1250.7,10.0
1,297.5,308.7,1454,45.0,19,855.0,11.199999999999989
1,300.8,310.2,1514,40.0,155,6200.0,9.399999999999977
1,297.7,309.0,1874,24.4,28,683.1999999999999,11.300000000000011
1,303.2,312.4,1663,33.7,71,2392.7000000000003,9.199999999999989
1,297.7,309.2,1365,58.6,170,9962.0,11.5
1,297.1,308.1,1754,30.3,206,6241.8,11.0
1,301.1,311.6,1488,43.4,5,217.0,10.5
1,298.1,308.3,1331,63.0,13,819.0,10.199999999999989
2,296.9,307.8,1544,40.3,150,6045.0,10.900000000000034
2,299.1,310.6,1397,49.5,165,8167.5,11.5
1,301.0,311.5,1559,31.8,195,6201.0,10.5
1,297.4,308.6,1439,51.9,188,9757.199999999999,11.200000000000045
2,302.1,311.5,1635,31.6,23,726.8000000000001,9.399999999999977
1,300.0,310.2,1486,36.4,66,2402.4,10.199999999999989
1,298.0,307.7,1435,45.6,184,8390.4,9.699999999999989
1,302.3,310.7,1402,50.9,157,7991.3,8.399999999999977
0,301.4,311.1,1445,41.4,144,5961.599999999999,9.700000000000045
2,300.0,311.3,1629,32.1,55,1765.5,11.300000000000011
2,300.6,310.6,1403,50.4,64,3225.6,10.0
2,297.6,308.5,1552,40.9,90,3681.0,10.899999999999977
1,297.4,309.0,1324,56.9,173,9843.699999999999,11.600000000000023
2,302.5,311.4,1636,35.0,157,5495.0,8.899999999999977
2,300.0,310.2,1393,51.2,190,9728.0,10.199999999999989
2,301.7,310.8,1594,32.4,204,6609.599999999999,9.100000000000023
2,297.1,308.4,1502,37.3,181,6751.299999999999,11.299999999999955
1,300.5,309.5,1379,55.6,2,111.2,9.0
1,303.7,313.1,1683,28.4,46,1306.3999999999999,9.400000000000034
2,299.7,310.5,1490,41.2,126,5191.200000000001,10.800000000000011
1,298.7,309.9,1651,29.5,42,1239.0,11.199999999999989
2,302.4,311.0,1580,36.5,64,2336.0,8.600000000000023
0,297.8,307.3,1555,35.8,190,6801.999999999999,9.5
1,300.7,311.0,1596,36.9,174,6420.599999999999,10.300000000000011
0,298.8,309.8,1510,44.2,35,1547.0,11.0
1,299.1,310.1,1367,45.6,44,2006.4,11.0
1,297.5,308.5,1375,55.6,128,7116.8,11.0
2,302.5,310.5,1918,21.6,131,2829.6000000000004,8.0
1,297.1,308.4,1693,29.5,100,2950.0,11.299999999999955
2,301.8,310.9,1358,52.3,56,2928.7999999999997,9.099999999999966
1,302.4,310.4,1865,23.9,129,3083.1,8.0
0,304.1,313.2,1590,43.4,52,2256.7999999999997,9.099999999999966
1,299.9,309.5,1451,39.4,18,709.1999999999999,9.600000000000023
2,302.5,311.5,1358,52.7,139,7325.3,9.0
2,298.1,308.9,1335,50.4,110,5544.0,10.799999999999955
0,298.8,310.5,1294,55.8,202,11271.599999999999,11.699999999999989
2,300.5,311.1,1296,61.3,202,12382.599999999999,10.600000000000023
2,302.5,312.0,1436,43.5,184,8004.0,9.5
1,300.6,310.3,1794,24.4,211,5148.4,9.699999999999989
2,303.6,311.9,1617,36.0,95,3420.0,8.299999999999955
1,302.8,311.1,1456,36.1,89,3212.9,8.300000000000011
1,300.5,309.8,1939,21.4,164,3509.6,9.300000000000011
1,299.9,311.3,1535,38.1,160,6096.0,11.400000000000034
0,296.4,307.3,1540,37.4,75,2805.0,10.900000000000034
1,297.3,308.3,1590,35.5,59,2094.5,11.0
0,300.6,309.4,1691,28.0,36,1008.0,8.799999999999955
1,297.6,308.6,1744,28.5,42,1197.0,11.0
0,299.4,309.3,1743,28.2,0,0.0,9.900000000000034
1,300.2,311.7,1493,48.3,167,8066.099999999999,11.5
1,302.6,312.3,1512,34.2,44,1504.8000000000002,9.699999999999989
2,297.5,308.5,1496,42.2,22,928.4000000000001,11.0
1,296.9,307.8,1557,38.1,135,5143.5,10.900000000000034
1,303.2,311.4,1349,51.1,9,459.90000000000003,8.199999999999989
2,301.2,310.0,1625,31.6,173,5466.8,8.800000000000011
2,300.2,309.7,1413,43.0,137,5891.0,9.5
0,300.3,311.6,1339,53.4,123,6568.2,11.300000000000011
0,301.9,311.0,1672,29.9,13,388.7,9.100000000000023
2,297.5,308.3,1622,37.2,103,3831.6000000000004,10.800000000000011
2,302.3,310.7,1559,33.9,119,4034.1,8.399999999999977
1,300.5,309.3,1465,46.0,89,4094.0,8.800000000000011
2,301.8,309.6,1436,49.0,214,10486.0,7.800000000000011
1,301.7,310.6,1513,41.1,64,2630.4,8.900000000000034
2,301.2,309.9,1456,50.8,15,762.0,8.699999999999989
1,298.9,308.7,1438,51.7,64,3308.8,9.800000000000011
2,301.3,310.0,1593,30.8,210,6468.0,8.699999999999989
1,300.9,310.8,1571,39.9,51,2034.8999999999999,9.900000000000034
2,302.2,311.7,1653,31.4,2,62.8,9.5
1,297.4,308.6,1446,48.1,88,4232.8,11.200000000000045
2,297.4,308.6,1657,33.1,156,5163.6,11.200000000000045
1,302.8,310.6,2016,19.9,199,3960.1,7.800000000000011
1,298.8,310.2,1504,41.0,51,2091.0,11.399999999999977
0,298.5,309.4,2011,21.0,59,1239.0,10.899999999999977
1,299.0,308.6,1734,32.4,161,5216.4,9.600000000000023
1,302.6,310.5,1748,28.2,2,56.4,7.899999999999977
1,302.9,312.2,1367,55.1,50,2755.0,9.300000000000011
2,298.1,307.9,1377,55.1,42,2314.2000000000003,9.799999999999955
2,298.1,307.9,1303,53.9,52,2802.7999999999997,9.799999999999955
1,298.4,308.5,1490,37.9,110,4169.0,10.100000000000023
1,303.3,311.4,1510,37.3,36,1342.8,8.099999999999966
0,302.4,311.2,1506,40.8,204,8323.199999999999,8.800000000000011
1,299.0,310.2,1432,42.2,87,3671.4,11.199999999999989
1,295.9,306.7,1547,40.9,107,4376.3,10.800000000000011
0,297.5,309.3,1459,49.7,201,9989.7,11.800000000000011
1,297.3,308.3,1519,37.7,45,1696.5000000000002,11.0
2,301.3,310.4,2093,18.7,190,3553.0,9.099999999999966
1,297.3,308.1,1763,28.4,54,1533.6,10.800000000000011
1,299.1,308.8,1502,38.3,88,3370.3999999999996,9.699999999999989
1,303.3,312.6,1623,34.6,102,3529.2000000000003,9.300000000000011
1,301.5,310.5,1644,34.9,186,6491.4,9.0
1,298.1,307.9,1665,32.0,7,224.0,9.799999999999955
1,298.1,307.8,1761,28.2,76,2143.2,9.699999999999989
0,303.4,312.3,1769,27.9,40,1116.0,8.900000000000034
1,300.3,309.6,1468,44.7,179,8001.3,9.300000000000011
1,297.1,308.4,1488,42.5,146,6205.0,11.299999999999955
1,299.4,308.9,1583,34.1,176,6001.6,9.5
2,302.1,310.6,1421,52.0,95,4940.0,8.5
1,300.6,310.4,1457,47.7,120,5724.0,9.799999999999955
1,299.5,310.8,1283,52.4,112,5868.8,11.300000000000011
1,299.6,310.8,1507,42.4,108,4579.2,11.199999999999989
1,299.4,309.2,1556,35.7,75,2677.5,9.800000000000011
1,300.5,309.7,1560,30.2,139,4197.8,9.199999999999989
0,300.5,310.0,1495,47.4,184,8721.6,9.5
2,300.5,311.6,1577,36.5,4,146.0,11.100000000000023
1,302.5,311.5,1493,35.1,131,4598.1,9.0
2,299.3,309.2,1586,37.9,129,4889.099999999999,9.899999999999977
0,304.0,313.1,1472,45.5,166,7553.0,9.100000000000023
1,303.7,312.2,1619,34.9,92,3210.7999999999997,8.5
2,302.2,310.8,1408,46.8,49,2293.2,8.600000000000023
1,302.6,310.5,1596,32.8,193,6330.4,7.899999999999977
2,304.1,313.3,1480,38.4,72,2764.7999999999997,9.199999999999989
2,297.4,308.4,1675,29.5,59,1740.5,11.0
1,297.9,307.7,1517,44.4,67,2974.7999999999997,9.800000000000011
2,300.3,311.9,1677,30.8,48,1478.4,11.599999999999966
1,300.7,310.7,1442,43.2,49,2116.8,10.0
1,298.0,307.6,1450,48.7,138,6720.6,9.600000000000023
1,296.7,307.9,1690,29.6,119,3522.4,11.199999999999989
1,299.0,308.9,1622,31.9,42,1339.8,9.899999999999977
1,300.0,309.0,1709,32.1,79,2535.9,9.0
1,297.8,308.4,1612,32.1,183,5874.3,10.599999999999966
1,300.2,310.1,1523,42.3,25,1057.5,9.900000000000034
1,302.2,311.4,1609,32.1,41,1316.1000000000001,9.199999999999989
1,297.3,308.3,1396,45.9,64,2937.6,11.0
1,297.9,309.0,1450,46.8,118,5522.4,11.100000000000023
2,301.7,310.7,1627,31.3,78,2441.4,9.0
1,297.4,309.2,1437,40.4,117,4726.8,11.800000000000011
2,300.9,310.7,1420,43.0,133,5719.0,9.800000000000011
1,303.6,311.8,1222,66.8,148,9886.4,8.199999999999989
1,297.6,309.2,1611,33.1,155,5130.5,11.599999999999966
1,297.5,308.6,1671,29.4,136,3998.3999999999996,11.100000000000023
0,301.0,310.4,1512,44.9,86,3861.4,9.399999999999977
2,302.7,312.1,1378,46.9,176,8254.4,9.400000000000034
1,303.8,312.8,1503,40.0,154,6160.0,9.0
2,303.9,313.2,1350,47.2,2,94.4,9.300000000000011
1,302.5,311.1,1499,38.8,135,5238.0,8.600000000000023
0,300.6,311.7,1500,36.7,17,623.9000000000001,11.099999999999966
1,302.0,310.5,1651,30.9,146,4511.4,8.5
1,298.1,308.2,1485,40.7,57,2319.9,10.099999999999966
2,303.3,312.1,1693,30.0,80,2400.0,8.800000000000011
2,302.4,311.1,1366,54.4,0,0.0,8.700000000000045
1,302.9,312.2,1513,37.8,92,3477.6,9.300000000000011
1,300.7,310.4,1234,51.7,160,8272.0,9.699999999999989
0,298.3,308.0,1637,30.8,2,61.6,9.699999999999989
1,302.0,310.4,1448,43.4,167,7247.8,8.399999999999977
1,297.5,308.6,1585,37.6,2,75.2,11.100000000000023
1,300.8,311.7,1490,46.4,217,10068.8,10.899999999999977
1,301.9,310.4,1884,23.4,163,3814.2,8.5
0,303.5,311.5,1629,33.5,73,2445.5,8.0
1,297.4,308.6,1532,38.7,136,5263.200000000001,11.200000000000045
1,298.9,310.1,1587,30.2,162,4892.4,11.200000000000045
2,298.4,308.7,1584,31.7,117,3708.9,10.300000000000011
1,300.0,309.2,1444,43.6,123,5362.8,9.199999999999989
0,297.9,309.2,1577,34.7,5,173.5,11.300000000000011
1,300.4,310.1,1614,33.5,191,6398.5,9.700000000000045
0,300.6,309.4,1555,37.9,24,909.5999999999999,8.799999999999955
2,298.5,309.6,1509,47.3,2,94.6,11.100000000000023
1,298.9,310.0,1452,48.9,185,9046.5,11.100000000000023
2,297.5,308.5,1662,30.3,26,787.8000000000001,11.0
2,301.7,311.0,1311,55.8,39,2176.2,9.300000000000011
2,300.8,311.2,1434,39.1,82,3206.2000000000003,10.399999999999977
0,300.0,309.6,1629,32.3,89,2874.7,9.600000000000023
2,300.5,311.6,1456,51.1,193,9862.300000000001,11.100000000000023
1,298.2,307.8,1388,48.6,76,3693.6,9.600000000000023
1,297.5,308.6,1596,36.0,141,5076.0,11.100000000000023
1,301.1,310.8,1724,27.5,101,2777.5,9.699999999999989
2,300.4,311.8,1553,33.1,209,6917.900000000001,11.400000000000034
0,300.6,310.5,1454,51.2,58,2969.6000000000004,9.899999999999977
1,298.3,309.9,1463,43.9,116,5092.4,11.599999999999966
2,298.5,308.0,1363,49.2,149,7330.8,9.5
1,301.8,311.0,1771,27.2,162,4406.4,9.199999999999989
1,301.9,311.0,1642,33.1,126,4170.6,9.100000000000023
2,297.6,308.7,1475,46.6,54,2516.4,11.099999999999966
1,301.5,310.9,1318,50.6,11,556.6,9.399999999999977
1,300.4,310.8,1396,49.3,142,7000.599999999999,10.400000000000034
1,300.4,311.2,1673,28.9,171,4941.9,10.800000000000011
1,299.0,310.2,1533,43.5,159,6916.5,11.199999999999989
2,298.7,309.8,1570,42.1,200,8420.0,11.100000000000023
1,303.3,311.3,1592,33.7,14,471.80000000000007,8.0
1,299.7,310.8,1589,36.0,190,6840.0,11.100000000000023
2,303.8,312.6,1527,41.9,159,6662.099999999999,8.800000000000011
1,297.9,307.7,1593,34.9,83,2896.7,9.800000000000011
0,299.2,308.4,1388,53.2,59,3138.8,9.199999999999989
2,302.6,310.5,1420,56.4,57,3214.7999999999997,7.899999999999977
1,302.2,311.6,1545,35.9,152,5456.8,9.400000000000034
1,300.0,309.1,1465,40.6,9,365.40000000000003,9.100000000000023
0,298.7,309.8,1582,33.4,121,4041.3999999999996,11.100000000000023
2,298.8,309.8,1534,37.0,47,1739.0,11.0
2,302.2,311.0,1476,47.4,161,7631.4,8.800000000000011
1,299.1,310.3,1619,31.1,242,7526.200000000001,11.199999999999989
2,298.0,309.0,1393,55.9,79,4416.099999999999,11.0
1,300.9,310.9,1601,34.0,181,6154.0,10.0
1,299.9,309.8,1716,28.2,117,3299.4,9.900000000000034
1,303.5,312.6,1602,34.2,108,3693.6000000000004,9.100000000000023
1,298.5,308.8,1670,29.6,13,384.8,10.300000000000011
2,299.6,308.9,1685,27.8,161,4475.8,9.299999999999955
0,297.9,309.1,1435,44.7,8,357.6,11.200000000000045
1,302.2,311.2,1928,23.1,2,46.2,9.0
1,300.4,311.4,1662,29.3,129,3779.7000000000003,11.0
1,298.9,308.2,1828,23.8,26,618.8000000000001,9.300000000000011
1,299.1,310.4,1657,31.0,129,3999.0,11.299999999999955
1,302.5,310.2,1586,32.2,64,2060.8,7.699999999999989
2,300.0,309.3,2293,16.3,170,2771.0,9.300000000000011
1,297.2,308.7,1501,38.5,86,3311.0,11.5
1,302.6,311.6,1638,29.6,160,4736.0,9.0
2,300.0,311.4,1791,24.1,213,5133.3,11.399999999999977
2,300.4,310.8,1491,35.9,148,5313.2,10.400000000000034
1,298.5,309.6,1585,32.2,89,2865.8,11.100000000000023
2,298.8,309.8,1477,46.7,59,2755.3,11.0
1,300.5,309.5,1795,27.7,117,3240.9,9.0
2,298.0,308.5,1585,33.0,24,792.0,10.5
1,297.2,308.6,1774,23.0,30,690.0,11.400000000000034
1,300.2,311.4,1425,44.2,84,3712.8,11.199999999999989
1,300.8,310.7,1525,39.4,175,6895.0,9.899999999999977
1,302.6,312.1,1439,52.3,35,1830.5,9.5
2,301.7,310.6,1876,22.1,99,2187.9,8.900000000000034
0,300.1,309.6,1463,45.1,113,5096.3,9.5
0,300.7,309.6,1390,48.5,7,339.5,8.900000000000034
1,300.7,312.3,1898,24.0,60,1440.0,11.600000000000023
0,297.8,308.4,1550,38.2,185,7067.000000000001,10.599999999999966
1,301.8,311.0,1606,33.3,4,133.2,9.199999999999989
2,300.6,310.8,1389,48.1,88,4232.8,10.199999999999989
2,297.0,307.9,1414,46.2,165,7623.000000000001,10.899999999999977
2,297.5,308.7,1697,28.1,107,3006.7000000000003,11.199999999999989
1,297.4,308.2,1402,49.7,41,2037.7,10.800000000000011
1,300.7,310.5,1960,21.0,194,4074.0,9.800000000000011
2,303.0,311.2,1614,35.7,207,7389.900000000001,8.199999999999989
2,301.4,310.5,1495,52.5,201,10552.5,9.100000000000023
1,300.1,311.4,1484,43.1,13,560.3000000000001,11.299999999999955
1,302.5,310.3,1446,44.0,146,6424.0,7.800000000000011
2,297.3,309.0,1556,39.5,168,6636.0,11.699999999999989
2,299.7,308.9,1551,35.4,82,2902.7999999999997,9.199999999999989
1,301.3,310.6,1560,36.8,113,4158.4,9.300000000000011
2,301.9,309.6,1439,41.7,201,8381.7,7.7000000000000455
2,302.3,311.3,1625,33.1,137,4534.7,9.0
0,302.7,310.4,1305,55.2,20,1104.0,7.699999999999989
2,300.8,312.4,1811,25.1,136,3413.6000000000004,11.599999999999966
2,298.3,309.1,1404,47.0,15,705.0,10.800000000000011
2,297.7,308.8,1350,57.0,105,5985.0,11.100000000000023
1,300.3,311.8,1413,46.0,182,8372.0,11.5
2,303.3,312.4,1505,38.9,68,2645.2,9.099999999999966
1,298.1,307.9,1698,33.3,40,1332.0,9.799999999999955
1,298.0,309.0,1679,32.4,90,2916.0,11.0
0,300.6,311.7,1427,44.6,87,3880.2000000000003,11.099999999999966
2,302.4,310.5,1500,36.7,164,6018.8,8.100000000000023
1,298.2,308.1,1306,58.3,35,2040.5,9.900000000000034
2,299.6,311.1,1649,33.8,133,4495.4,11.5
1,297.4,309.2,1428,38.8,26,1008.8,11.800000000000011
2,302.3,311.1,1338,53.3,63,3357.8999999999996,8.800000000000011
1,303.8,313.1,1869,25.8,211,5443.8,9.300000000000011
2,303.9,313.3,1567,35.0,168,5880.0,9.400000000000034
1,300.8,310.7,1461,42.8,173,7404.4,9.899999999999977
1,298.8,309.9,1629,31.9,49,1563.1,11.099999999999966
1,300.0,309.5,1506,38.8,87,3375.6,9.5
1,300.1,311.4,1604,35.0,191,6685.0,11.299999999999955
1,301.3,310.6,1451,47.5,42,1995.0,9.300000000000011
2,301.8,310.1,2372,13.9,205,2849.5,8.300000000000011
1,299.0,308.6,1946,22.3,102,2274.6,9.600000000000023
0,298.9,310.1,1366,62.7,161,10094.7,11.200000000000045
1,298.0,309.1,1473,44.3,124,5493.2,11.100000000000023
1,300.4,310.6,1384,48.7,24,1168.8000000000002,10.200000000000045
2,301.3,311.0,1495,40.8,148,6038.4,9.699999999999989
2,297.6,309.3,1464,46.2,218,10071.6,11.699999999999989
0,303.6,312.4,1436,45.6,9,410.40000000000003,8.799999999999955
1,301.4,310.8,1543,36.9,97,3579.2999999999997,9.400000000000034
0,300.1,311.6,1674,29.6,85,2516.0,11.5
1,302.8,312.4,1523,39.7,239,9488.300000000001,9.599999999999966
2,301.6,310.8,1664,32.0,58,1856.0,9.199999999999989
1,298.9,310.1,1510,38.0,52,1976.0,11.200000000000045
1,298.2,309.0,1341,43.8,171,7489.799999999999,10.800000000000011
1,297.9,308.9,1393,40.6,45,1827.0,11.0
1,298.5,309.3,1570,40.1,131,5253.1,10.800000000000011
2,301.5,310.5,1412,44.1,184,8114.400000000001,9.0
1,298.6,309.8,1505,45.7,144,6580.8,11.199999999999989
2,298.4,309.5,1344,45.3,122,5526.599999999999,11.100000000000023
1,297.4,308.1,1348,57.4,66,3788.4,10.700000000000045
2,298.6,309.8,1430,43.1,80,3448.0,11.199999999999989
2,302.5,312.1,1454,47.6,37,1761.2,9.600000000000023
1,300.4,311.3,1639,34.6,24,830.4000000000001,10.900000000000034
1,298.3,307.9,1502,42.0,103,4326.0,9.599999999999966
1,303.3,311.3,1389,53.9,39,2102.1,8.0
1,299.6,309.2,1713,26.5,167,4425.5,9.599999999999966
1,299.7,309.4,1445,42.9,55,2359.5,9.699999999999989
1,297.0,307.7,1502,39.4,126,4964.4,10.699999999999989
1,298.8,308.5,1490,35.0,29,1015.0,9.699999999999989
2,302.7,312.1,1564,32.1,188,6034.8,9.400000000000034
2,299.0,310.0,1486,34.6,91,3148.6,11.0
1,301.5,310.5,1556,39.1,48,1876.8000000000002,9.0
2,299.1,308.6,1491,38.5,166,6391.0,9.5
0,300.7,312.1,1490,43.1,159,6852.900000000001,11.400000000000034
1,297.0,307.9,1436,47.7,191,9110.7,10.899999999999977
1,298.8,309.3,1357,47.1,176,8289.6,10.5
1,297.5,308.2,1327,56.5,189,10678.5,10.699999999999989
2,298.7,309.0,1843,25.8,130,3354.0,10.300000000000011
2,302.3,310.9,1710,30.4,218,6627.2,8.599999999999966
1,302.7,312.4,1433,44.2,17,751.4000000000001,9.699999999999989
1,300.8,312.4,1825,23.8,127,3022.6,11.599999999999966
2,301.9,311.1,1380,51.6,184,9494.4,9.200000000000045
1,300.4,309.7,1740,31.1,113,3514.3,9.300000000000011
1,298.3,308.0,1361,56.9,81,4608.9,9.699999999999989
1,300.7,310.6,1654,34.2,89,3043.8,9.900000000000034
0,299.3,309.0,1425,40.6,123,4993.8,9.699999999999989
